author_id,source,text,year
16748153,Twitter Web Client,hbsche ideeschnes post aber bitte paart doch nicht die original schreibmaschinenschrift mit einem digitalcounterpart,2010
21970014,Twitterrific for iOS,things always come digital counterpart records blueray dvds christ,2010
14899430,Twitter Web Client,wondering librarians curators collectioneurs digital counterpart let guess bloggers webmasters epublishers naahh,2010
30705544,Twitter Web Client,im digital counterpart uk recently started would good chat,2010
14935365,Twitter for BlackBerry®,think goes media digital counterpart put people buy,2010
179269887,Twitter for iPhone,professional organizers make living telling people organize worldly goods long digital counterpart,2010
16116228,Twitter for iPhone,smart world economist real world digital counterpart growing ever closer converging,2010
20451365,Twitter Web Client,trying find images original reallife hipstamatic camera digital counterpart literally flooded google images,2010
14334387,Tweetie for Mac,really liked jeff bridgess digital counterpart tron legacy,2010
725213,TweetDeck,agree much better digital counterpart,2010
74939685,TweetDeck,inevitable decline due clutter seth perhaps need digital counterpart swap meets garage sales,2010
19314765,Twitter Web Client,inevitable decline due clutter seth perhaps need digital counterpart swap meets garage sales,2010
22177371,Twitter SMS,paper electronics everything digital counterpart couple years back debate w,2010
174253816,,knew youd perpetual access older titles start deaccessioning lowcirculation vols wdigital counterparts,2010
162870788,Twitter Web Client,today digital counterpart tricycle ep mrec ltd vinyl digital,2010
180489260,Twitter Web Client,check go green section online wired store digital counterpart shft popup shop nyc http,2010
9071092,Hootsuite,check go green section online wired store digital counterpart shft popup shop nyc,2010
17874910,TweetDeck,cutting physical commodities replaced digital counterpart,2010
37366191,SharedBy,billion items worlds libraries still contain digital counterpart however scanned,2010
168705397,Tweets 2On Post,yes prefer printed books digital counterpartsalso reading screens annoying,2010
168705397,Tweets 2On Post,vinyl records richer natural sounding digital counterparts,2010
75145021,Twitter Web Client,world everything natural world digital counterpart,2010
168705397,Tweets 2On Post,kindle cheaper rt ibookstore day dead water physical cheaper digital counterpartswhy bother,2010
8884302,Hootsuite,ibookstore day dead water physical copies cheaper digital counterpartswhy bother,2010
168705397,Tweets 2On Post,smart receiver internet radio replacing conventional television gradually come digital counterparts,2010
94959950,Twitter Web Client,good know students still cling paper textbooks rather digital counterparts,2010
106005090,Snaptu,globe mail redesign brilliant like design gloss digital counterparts impressed,2010
16248688,twitterfeed,reading databases next step digital counterpart reading bibliographies,2010
168705397,Tweets 2On Post,replace physical interaction wtheir digital counterparts social networks real discourse become thing past,2010
141779975,Twitter Web Client,trying explain sense getting kindle used books still cheaper digital counterparts,2010
157865482,Buzzom,icentrecsiro future world worldeverything natural world digital counterpart,2010
18936284,Buzzom,recently discovered purely digital counterpart much like,2010
25612083,FriendFeed,recently discovered purely digital counterpart much like,2010
68526166,twitterfeed,absolutely stupid ive found hcs amazon cheaper digital counterparts publishers dont get,2010
18268475,Buzzom,think stopped playing mass effect hours looking digital counterpart ill start default character,2010
168705397,Tweets 2On Post,people think retain information read hard copy vs reading digital counterpart forresters digital community,2010
45982920,Twitter Web Client,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
74767361,Twitter Web Client,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
149191079,Twitter Web Client,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
164823434,Twitter Web Client,sense rt frequently see physical books selling 10 digital counterparts 13,2010
68501574,Hootsuite,sense rt frequently see physical books selling 10 digital counterparts 13 makes sense,2010
41786366,Hootsuite,rt frequently see physical paper books selling 10 digital counterparts selling 13,2010
96686578,Hootsuite,frequently see physical paper books selling 10 digital counterparts selling 13 makes sense,2010
120469713,Hootsuite,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
135841305,Hootsuite,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
37621738,Hootsuite,exactly rt frequently see physical paper books selling 10 digital counterparts 13 makes sense,2010
78878322,Hootsuite,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
48122327,Hootsuite,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
161020829,FriendFeed,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
65510462,twitterfeed,clarify frequently see physical paper books selling 10 digital counterparts selling 13 makes sense,2010
62569606,twitterfeed,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
88096435,twitterfeed,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
28501641,twitterfeed,clarify frequently see physical paper books selling 10 digital counterparts selling 13 tha,2010
19330091,twitterfeed,retail sales still higher digital counterparts phsyical media far dead,2010
39645431,twitterfeed,everything natural world digital counterpart computing power memory storage improving rap,2010
49602967,twitterfeed,physical stuff cant bring go away digital counterparts,2010
83659451,Twitter Web Client,make hard decision analog way digital counterpart heres path forks,2010
175157635,twitterfeed,physical stuff cant bring leave digital counterparts,2010
128612753,twitterfeed,cutting physical commodities replaced digital counterparts fact,2010
16679764,erased30674,physical quottuffquot cant bring leave digital counterparts ask readers,2010
122775102,Twitter Web Client,physical quottuffquot cant bring leave digital counterparts ask readers,2010
69234462,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
176659539,Snaptu,commodities replaced digital counterparts fact,2010
65897829,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
137267592,twitterfeed,physical stuff cant bring leave digital counterparts,2010
137271411,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
15123070,Seesmic,physical tuff cant bring leave digital counterparts ask readers,2010
6797002,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
41825530,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers via lifehac,2010
76200768,RSS2Twitter,physical quottuffquot cant bring leave digital counterparts ask readers,2010
23561577,RSS2Twitter,blogged physical stuff cant bring leave digital counterparts,2010
148383247,Google,physical quottuffquot cant bring leave digital counterparts lifehacker,2010
101856025,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
39679008,erased858,lifehacker physical stuff cant bring leave digital counterparts ask readers,2010
127643330,dlvr.it,lifehacker physical stuff cant bring leave digital counterparts ask readers,2010
151875325,dlvr.it,physical quottuffquot cant bring leave digital counterparts ask readers,2010
111138470,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
99817757,KickPost,cutting physical commodities replaced digital counterparts fact,2010
163160680,NetworkedBlogs,physical stuff cant bring leave digital counterparts cc,2010
13005392,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
72097219,twitterfeed,techknow physical stuff cant bring leave digital counterparts ask readers,2010
138380390,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
46935793,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
135716489,twitterfeed,cool physical stuff cant bring leave digital counterparts ask readers,2010
30112726,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
24617196,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
121462434,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
92333758,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
128092524,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
81570591,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
684993,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
53131506,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
98408258,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
36190565,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
96642611,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
58428266,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
4594941,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
56749391,twitterfeed,lifehacker asks physical stuff cant bring leave digital counterparts,2010
70264254,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
8773162,twitterfeed,smbiz feedgt physical stuff cant bring leave digital counterparts ask readers,2010
31103302,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
118567790,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
52486036,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
135716489,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
138380390,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
18399532,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
173223606,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
158207152,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
13005392,twitterfeed,physical stuff cant bring leave digital counterparts ask readers http,2010
128092524,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
173534486,twitterfeed,physical ampquottuffampquot cant bring leave digital counterparts ask,2010
121462434,twitterfeed,physical ampquottuffampquot cant bring leave digital counterparts ask,2010
139524907,twitterfeed,physical quottuffquot cant bring leave counterparts,2010
24617196,twitterfeed,life hacker physical stuff cant bring leave digital counterparts ask readers,2010
14571031,twitterfeed,newyorkrecruit physical stuff cant bring leave digital counterparts ask readers,2010
92333758,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
58428266,twitterfeed,physical stuff cant bring leave digital counterparts ask,2010
76922302,twitterfeed,rssmedia physical stuff cant bring leave digital counterparts ask readers,2010
4594941,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask lifehacker,2010
30112726,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
103387788,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
167036863,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
77133086,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
98408258,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
170808748,twitterfeed,physical stuff cant bring leave digital counterparts ask readers lifehacker,2010
8773162,twitterfeed,lifehacker physical stuff cant bring leave digital counterparts ask,2010
85043126,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
56749391,twitterfeed,physical stuff cant bring leave digital counterparts ask readers lifehacker,2010
96642611,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
16297502,twitterfeed,physical stuff cant bring leave digital counterparts ask reade unofficial account,2010
161893376,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
70264254,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
81570591,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
53131506,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
15223600,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
46935793,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
31103302,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
72097219,twitterfeed,physical stuff cant bring leave digital counterparts ask reader via,2010
24985571,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
36190565,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
684993,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
9169672,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
41987804,twitterfeed,lfhckr physical stuff cant bring leave digital counterparts ask readers,2010
798270,FriendFeed,physical stuff cant bring leave digital counterparts ask readers,2010
128634738,twitterfeed,physical stuff cant bring leave digital counterparts ask readers lifehacker,2010
170260080,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
68366615,twitterfeed,physical stuff cant bring leave digital counterparts ask readers lifehacker,2010
87441296,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
19778458,Twitter for BlackBerry®,physical stuff cant bring leave digital counterparts ask readers lifehack,2010
15895482,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
52645490,Twitter for iPhone,physical stuff cant bring leave digital counterparts ask reade unofficial account,2010
170756391,Twitter for iPhone,physical stuff cant bring leave digital counterparts ask readers,2010
25209469,Hootsuite,physical stuff cant bring leave digital counterparts ask readers lifehacker,2010
14452147,Echofon,physical stuff cant bring leave digital counterparts ask readers,2010
21254936,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
775315,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
28078049,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
117286909,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
12381672,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
18492564,Hootsuite,physical stuff cant bring leave digital counterparts ask reader via,2010
35581105,Hootsuite,lifehacker physical stuff cant bring leave digital counterparts ask,2010
21080115,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
5695602,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
14317603,Social.com,physical stuff cant bring leave digital counterparts ask readers,2010
18349897,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
123716764,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
15435637,TweetDeck,physical stuff cant bring leave digital counterparts ask readers,2010
12760782,Echofon,physical stuff cant bring leave digital counterparts ask readers,2010
7120112,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
30205586,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
15797751,TweetDeck,lifehack physical stuff cant bring leave digital counterparts ask readers,2010
15382657,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
17603410,TweetChat,physical stuff cant bring leave digital counterparts ask readers,2010
15719988,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
14056632,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
21640914,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
64338591,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
94029076,Ping.fm,physical stuff cant bring leave digital counterparts ask readers,2010
17129454,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
32747787,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
17129454,TweetDeck,physical stuff cant bring leave digital counterparts ask readers,2010
11198092,Twitter Web Client,physical stuff cant bring leave digital counterparts ask readers,2010
2689501,TweetDeck,lifehacker physical stuff cant bring leave digital counterparts ask readers,2010
33998131,twitterfeed,physical stuff cant bring leave digital counterparts ask readers,2010
124954559,twitterfeed,physical quottuffquot cant bring leave digital counterparts ask readers,2010
28453032,TweetDeck,wired woos ipad readers exclusive videos 5 even beautiful design digital counterpart,2010
14235626,TweetDeck,wired woos ipad readers exclusive videos 5 even beautiful design digital counterpart,2010
15579609,StumbleUpon,wired woos ipad readers exclusive videos 5 even beautiful design digital counterpart,2010
83814029,Twitter Web Client,wired woos ipad readers exclusive videos 5 even beautiful design digital counterpart could seen,2010
29455076,Twitter Web Client,happy birthday digital counterpart,2010
13944042,Twitter Web Client,happy birthday digital counterpart,2010
62326697,TweetMeme,milo delicious also better creepy digital counterpart,2010
17396896,Twitter Web Client,eminems new album recovery released gram vinyl week double lp tracks found digital counterparts,2010
10961132,Twitter Web Client,call old school still prefer actual book digital counterpart,2010
102684034,Twitter Web Client,wish handwritten edits make printed document automatically done digital counterpart,2010
102684034,Google,ivory tower headed fall colleges must find ways compete digital counterpartswikipedi,2010
112264507,RSS2Twitter,books turn digital counterpart marketing resemble games,2010
109603216,RSS2Twitter,digital counterpart,2010
102222394,Twitter Web Client,help wanted creative types hot,2010
99518632,Ping.fm,exactly theyre smart trad buying wdigital counterpart efficiencies integration buyingagency fragmentation,2010
62286829,Ping.fm,surprising rt students still prefer textbooks vs digital counterpart study says via,2010
24933240,Twitter Web Client,students still prefer textbooks versus digital counterpart study says via,2010
30292184,twitterfeed,iworld digital natural convergence ie everything natural world digital counterpart,2010
64909222,twitterfeed,agree physical object especially book holds value theres place digital counterparts,2010
64903965,twitterfeed,digital dissonance cds traditional focus still earn average digital counterparts fix,2010
109016107,Google,hp study shows uk consumers still prefer cdsdvdsbooks digital counterparts surprising given declines cd sales,2010
90895762,twitterfeed,agency legacy traditional creative directors earn swing clout digital counterparts,2010
92052928,twitterfeed,ccos traditional agencies get paid digital counterparts theyre divas,2010
71281850,twitterfeed,inside csuite creative leaders make digital counterparts via,2010
86362473,twitterfeed,inside csuite creative leaders make digital counterparts via,2010
72357303,Google,inside csuite creative leaders f traditional backgrounds still make digital counterparts,2010
8206602,Twitter Web Client,congrats verified real mofos know real music digital counterpart,2010
26898456,Twitter Web Client,got j dl iphone im going stealing ive always wanted holga digital counterpart,2010
26898456,Twitter Web Client,obsolete replaced digital counterpart,2010
71593983,twitterfeed,avatar identity second life angrybeth digital counterpart,2010
17632067,Twitter Web Client,csiro megatrends report everything natural world digital counterpart,2010
9361392,Twitter for Mac,much love vinyl admit defeat sometimes replace pretty worn classical lps bastard digital counterparts,2011
9788192,Twitter for iPad,radness asian people proving digital counterparts thousand times better,2011
250884680,Twitter for Websites,bet fascination things like twitter jaiku digital counterparts sending messages bottles,2011
37984041,Twitter Web Client,lol thanks love working agencys digital counterpart fun huge learning opp,2011
54651347,Twitter Web Client,fixing bugs never liked insects must hunt digital counterparts daily,2011
294805901,twitterfeed,decade dataforbes increasingly pervasive digital counterparts list,2011
219936720,twitterfeed,yet carry increasing value forward especially autographed impossible digital counterpart,2011
199136295,twitterfeed,suburb topographical expression consumerisms dehumanizing effects facebook digital counterpart,2011
186761184,twitterfeed,incredible almost uncharted voice cast look like digital counterparts,2011
244056834,twitterfeed,traditional lofi methods storytelling hold resonance digital counterparts,2011
95260968,twitterfeed,digital counterpart part nt curriculum growing schools world sharing stories,2011
67419812,twitterfeed,least werent one trouble analog watches look snazzy wrist digital counterparts,2011
67418861,twitterfeed,folk art digital counterpart surely cannot imagine takes maintain,2011
67418135,twitterfeed,really love iphone app reading kindle books amazon needs combo discountpackage books digital counterparts,2011
67416568,twitterfeed,nba k10 cover athlete kobe bryant takes princesses lebron bryant digital counterpart q,2011
67415618,twitterfeed,fashion magazines slim digital counterparts beef tn via,2011
67414161,twitterfeed,fashion magazines slim digital counterparts beef tn via,2011
18258063,twitterfeed,fashion magazines slim digital counterparts beef tn via,2011
21549211,twitterfeed,fashion magazines slim digital counterparts beef tn,2011
17492163,twitterfeed,yeah strange bar seems set much lower digital counterpart everyday things,2011
50447782,twitterfeed,kindle book cost nearly much non digital counterpart,2011
130089856,twitterfeed,finding stc digital counterpart thc lyme caxton missal display lyme park cheshire,2011
18183592,twitterfeed,cds taking precious space theyre never played except digital counterparts,2011
39016575,twitterfeed,agreed understanding analog processes preceded digital counterparts invaluable,2011
81433083,twitterfeed,analog music technology may respects remain superior digital counterpart,2011
25707117,twitterfeed,youve enlightened us found real person attractive digital counterpartree yes,2011
87111731,twitterfeed,knocked bj penn w digital counterpart via flying knee dayheres hoping pixelated premonition,2011
154227353,twitterfeed,please conference bags useless papers papers optional digital counterpart,2011
20724218,twitterfeed,digital counterpart existing polaroid film polaroid pogo devices inlab right,2011
67908982,twitterfeed,analog tv signals murdered today digital counterparts bloodbath folks,2011
95718615,twitterfeed,also insight release date new vinyl digital counterpart,2011
160267365,twitterfeed,peter molyneux created interactive ai interact game shake hands digital counterpart,2011
30346238,twitterfeed,microsoft probably written ringo paul material seemed wooden digital counterparts,2011
142979801,twitterfeed,note printing selection todos things makes nice paper checklist hand non digital counterparts via,2011
421528559,Twitter Web Client,thanks tipits strange think easier share non digital counterparts digital,2011
28590681,TweetDeck,note printing selection todos things makes nice paper checklist hand non digital counterparts,2011
89254764,Twitter Web Client,tricked finding digital counterpart analogy today working name digitaly emphasis italy believe,2011
204877357,Twitter Web Client,hbsche ideeschnes post aber bitte paart doch nicht die original schreibmaschinenschrift mit einem digitalcounterpart,2011
404822344,Twitter for iPhone,things always come digital counterpart records blueray dvds christ,2011
392299445,Twitter Web Client,wondering librarians curators collectioneurs digital counterpart let guess bloggers webmasters epublishers naahh,2011
237866868,Twitter Web Client,im digital counterpart uk recently started would good chat,2011
75430185,Twitter Web Client,think goes media digital counterpart put people buy,2011
149122652,Hootsuite,professional organizers make living telling people organize worldly goods long digital counterpart,2011
292771096,twitterfeed,smart world economist real world digital counterpart growing ever closer converging,2011
20407928,TweetDeck,trying find images original reallife hipstamatic camera digital counterpart literally flooded google images,2011
199653412,Twitter Web Client,really liked jeff bridgess digital counterpart tron legacy,2011
397960973,Twitter for Android,agree much better digital counterpart,2011
17744644,Twitter for Mac,inevitable decline due clutter seth perhaps need digital counterpart swap meets garage sales,2011
16210255,Hootsuite,inevitable decline due clutter seth perhaps need digital counterpart swap meets garage sales,2011
87519104,Twitter Web Client,paper electronics everything digital counterpart couple years back debate w,2011
296072553,Twitter Web Client,knew youd perpetual access older titles start deaccessioning lowcirculation vols wdigital counterparts,2011
18331856,MetroTwit,today digital counterpart tricycle ep mrec ltd vinyl digital,2011
18552362,Twitter Web Client,check go green section online wired store digital counterpart shft popup shop nyc http,2011
20091928,twicca,check go green section online wired store digital counterpart shft popup shop nyc,2011
7053232,TweetDeck,cutting physical commodities replaced digital counterpart,2011
12851232,TweetDeck,billion items worlds libraries still contain digital counterpart however scanned,2011
15619857,TweetDeck,yes prefer printed books digital counterpartsalso reading screens annoying,2011
253813235,dlvr.it,vinyl records richer natural sounding digital counterparts,2011
280201622,dlvr.it,world everything natural world digital counterpart,2011
23614674,Facebook,kindle cheaper rt ibookstore day dead water physical cheaper digital counterpartswhy bother,2011
167172738,Twitter Web Client,ibookstore day dead water physical copies cheaper digital counterpartswhy bother,2011
8857292,Twitter for iPhone,smart receiver internet radio replacing conventional television gradually come digital counterparts,2011
14114281,Twitter for iPhone,good know students still cling paper textbooks rather digital counterparts,2011
